PassengerId,Pclass,Sex,Title,Family_size,Family_Survival,FareBin_Code,AgeBin_Code,Embarked_C,Embarked_None,Embarked_Q,Embarked_S,Survived
462,3,0,0,1,0.5,1,3,0,0,0,1,0.0
463,1,0,0,1,0.5,3,4,0,0,0,1,0.0
464,2,0,0,1,0.5,2,4,0,0,0,1,0.0
465,3,0,0,1,0.5,1,2,0,0,0,1,0.0
466,3,0,0,1,0.5,0,3,0,0,0,1,0.0
467,2,0,0,1,0.0,0,4,0,0,0,1,0.0
468,1,0,0,1,0.5,3,5,0,0,0,1,0.0
469,3,0,0,1,0.5,0,2,0,0,1,0,0.0
470,3,1,1,4,1.0,2,0,1,0,0,0,1.0
471,3,0,0,1,0.5,0,3,0,0,0,1,0.0
472,3,0,0,1,0.0,1,3,0,0,0,1,0.0
473,2,1,2,4,1.0,3,3,0,0,0,1,1.0
474,2,1,2,1,0.5,2,2,1,0,0,0,1.0
475,3,1,1,1,0.5,1,2,0,0,0,1,0.0
476,1,0,0,1,0.0,4,4,0,0,0,1,0.0
477,2,0,0,2,1.0,2,3,0,0,0,1,0.0
478,3,0,0,2,0.5,0,2,0,0,0,1,0.0
479,3,0,0,1,0.5,0,2,0,0,0,1,0.0
480,3,1,1,2,0.5,2,0,0,0,0,1,1.0
481,3,0,3,8,0.0,4,0,0,0,0,1,0.0
482,2,0,0,1,0.5,0,4,0,0,0,1,0.0
483,3,0,0,1,0.5,1,4,0,0,0,1,0.0
484,3,1,2,1,0.5,1,6,0,0,0,1,1.0
485,1,0,0,2,1.0,4,2,1,0,0,0,1.0
486,3,1,1,5,0.0,3,1,0,0,0,1,0.0
487,1,1,2,2,1.0,4,3,0,0,0,1,1.0
488,1,0,0,1,0.5,3,5,1,0,0,0,0.0
489,3,0,0,1,0.5,1,2,0,0,0,1,0.0
490,3,0,3,3,1.0,2,0,0,0,0,1,1.0
491,3,0,0,2,0.0,2,2,0,0,0,1,0.0
492,3,0,0,1,0.5,0,2,0,0,0,1,0.0
493,1,0,0,1,0.5,3,5,0,0,0,1,0.0
494,1,0,0,1,0.5,4,7,1,0,0,0,0.0
495,3,0,0,1,0.5,1,2,0,0,0,1,0.0
496,3,0,0,1,0.0,2,2,1,0,0,0,0.0
497,1,1,1,2,1.0,4,5,1,0,0,0,1.0
498,3,0,0,1,0.5,2,3,0,0,0,1,0.0
499,1,1,2,4,1.0,4,2,0,0,0,1,0.0
500,3,0,0,1,0.5,0,2,0,0,0,1,0.0
501,3,0,0,1,0.0,1,1,0,0,0,1,0.0
502,3,1,1,1,0.5,0,2,0,0,1,0,0.0
503,3,1,1,1,0.5,0,2,0,0,1,0,0.0
504,3,1,1,1,0.5,1,3,0,0,0,1,0.0
505,1,1,1,1,1.0,4,1,0,0,0,1,1.0
506,1,0,0,2,1.0,4,1,1,0,0,0,0.0
507,2,1,2,3,1.0,3,3,0,0,0,1,1.0
508,1,0,0,1,0.5,3,4,0,0,0,1,1.0
509,3,0,0,1,0.5,3,2,0,0,0,1,0.0
510,3,0,0,1,1.0,4,2,0,0,0,1,1.0
511,3,0,0,1,0.5,0,2,0,0,1,0,1.0
512,3,0,0,1,0.5,1,2,0,0,0,1,0.0
513,1,0,0,1,0.5,3,3,0,0,0,1,1.0
514,1,1,2,2,0.5,4,5,1,0,0,0,1.0
515,3,0,0,1,0.0,0,2,0,0,0,1,0.0
516,1,0,0,1,0.5,3,4,0,0,0,1,0.0
517,2,1,2,1,0.5,1,3,0,0,0,1,1.0
518,3,0,0,1,1.0,3,3,0,0,1,0,0.0
519,2,1,2,2,0.5,3,3,0,0,0,1,1.0
520,3,0,0,1,0.5,1,3,0,0,0,1,0.0
521,1,1,1,1,1.0,4,2,0,0,0,1,1.0
522,3,0,0,1,0.5,1,2,0,0,0,1,0.0
523,3,0,0,1,0.5,0,2,1,0,0,0,0.0
524,1,1,2,2,1.0,4,4,1,0,0,0,1.0
525,3,0,0,1,0.5,0,2,1,0,0,0,0.0
526,3,0,0,1,0.5,0,4,0,0,1,0,0.0
527,2,1,1,1,0.5,1,4,0,0,0,1,1.0
528,1,0,0,1,0.5,4,3,0,0,0,1,0.0
529,3,0,0,1,0.5,1,3,0,0,0,1,0.0
530,2,0,0,4,0.5,2,2,0,0,0,1,0.0
531,2,1,1,3,1.0,3,0,0,0,0,1,1.0
532,3,0,0,1,0.5,0,2,1,0,0,0,0.0
533,3,0,0,3,0.0,0,1,1,0,0,0,0.0
534,3,1,2,3,1.0,3,0,1,0,0,0,1.0
535,3,1,1,1,0.0,1,2,0,0,0,1,0.0
536,2,1,1,3,1.0,3,0,0,0,0,1,1.0
537,1,0,0,1,0.5,3,4,0,0,0,1,0.0
538,1,1,1,1,0.0,4,2,1,0,0,0,1.0
539,3,0,0,1,0.5,2,2,0,0,0,1,0.0
540,1,1,1,3,0.5,4,2,1,0,0,0,1.0
541,1,1,1,3,0.0,4,3,0,0,0,1,1.0
542,3,1,1,7,0.0,3,0,0,0,0,1,0.0
543,3,1,1,7,0.0,3,1,0,0,0,1,0.0
544,2,0,0,2,1.0,3,3,0,0,0,1,1.0
545,1,0,0,2,1.0,4,4,1,0,0,0,0.0
546,1,0,0,1,0.5,3,6,0,0,0,1,0.0
547,2,1,2,2,1.0,3,1,0,0,0,1,1.0
548,2,0,0,1,0.5,2,2,1,0,0,0,1.0
549,3,0,0,3,1.0,2,3,0,0,0,1,0.0
550,2,0,3,3,0.0,3,0,0,0,0,1,1.0
551,1,0,0,3,1.0,4,1,1,0,0,0,1.0
552,2,0,0,1,0.5,3,2,0,0,0,1,0.0
553,3,0,0,1,0.5,0,3,0,0,1,0,0.0
554,3,0,0,1,0.5,0,2,1,0,0,0,1.0
555,3,1,1,1,0.5,0,2,0,0,0,1,1.0
556,1,0,0,1,0.5,3,6,0,0,0,1,0.0
557,1,1,2,2,0.5,3,4,1,0,0,0,1.0
558,1,0,0,1,1.0,4,3,1,0,0,0,0.0
559,1,1,2,3,1.0,4,3,0,0,0,1,1.0
560,3,1,2,2,0.5,2,3,0,0,0,1,1.0
561,3,0,0,1,0.5,0,3,0,0,1,0,0.0
562,3,0,0,1,0.5,1,3,0,0,0,1,0.0
563,2,0,0,1,0.5,2,2,0,0,0,1,0.0
564,3,0,0,1,0.5,1,2,0,0,0,1,0.0
565,3,1,1,1,0.5,1,2,0,0,0,1,0.0
566,3,0,0,3,0.0,3,2,0,0,0,1,0.0
567,3,0,0,1,0.5,1,1,0,0,0,1,0.0
568,3,1,2,5,0.0,2,2,0,0,0,1,0.0
569,3,0,0,1,0.5,0,2,1,0,0,0,0.0
570,3,0,0,1,0.5,0,3,0,0,0,1,1.0
571,2,0,0,1,0.0,1,6,0,0,0,1,1.0
572,1,1,2,3,0.5,4,5,0,0,0,1,1.0
573,1,0,0,1,0.5,3,3,0,0,0,1,1.0
574,3,1,1,1,1.0,0,3,0,0,1,0,1.0
575,3,0,0,1,0.5,1,1,0,0,0,1,0.0
576,3,0,0,1,0.0,2,1,0,0,0,1,0.0
577,2,1,1,1,0.5,2,3,0,0,0,1,1.0
578,1,1,2,2,0.0,4,3,0,0,0,1,1.0
579,3,1,2,2,0.5,2,2,1,0,0,0,0.0
580,3,0,0,1,0.5,1,3,0,0,0,1,1.0
581,2,1,1,3,0.5,3,2,0,0,0,1,1.0
582,1,1,2,3,1.0,4,3,1,0,0,0,1.0
583,2,0,0,1,0.0,3,5,0,0,0,1,0.0
584,1,0,0,1,0.5,3,3,1,0,0,0,0.0
585,3,0,0,1,0.5,1,2,1,0,0,0,0.0
586,1,1,1,3,1.0,4,1,0,0,0,1,1.0
587,2,0,0,1,0.5,2,4,0,0,0,1,0.0
588,1,0,0,3,0.5,4,5,1,0,0,0,1.0
589,3,0,0,1,0.5,1,2,0,0,0,1,0.0
590,3,0,0,1,0.5,1,2,0,0,0,1,0.0
591,3,0,0,1,0.5,0,3,0,0,0,1,0.0
592,1,1,2,2,1.0,4,5,1,0,0,0,1.0
593,3,0,0,1,0.5,0,4,0,0,0,1,0.0
594,3,1,1,3,0.5,0,3,0,0,1,0,0.0
595,2,0,0,2,0.5,3,3,0,0,0,1,0.0
596,3,0,0,3,0.0,3,3,0,0,0,1,0.0
597,2,1,1,1,1.0,3,2,0,0,0,1,1.0
598,3,0,0,1,1.0,0,4,0,0,0,1,0.0
599,3,0,0,1,0.5,0,2,1,0,0,0,0.0
600,1,0,0,2,1.0,4,4,1,0,0,0,1.0
601,2,1,2,4,0.0,3,2,0,0,0,1,1.0
602,3,0,0,1,0.5,1,2,0,0,0,1,0.0
603,1,0,0,1,0.5,4,4,0,0,0,1,0.0
604,3,0,0,1,0.5,1,4,0,0,0,1,0.0
605,1,0,0,1,0.5,3,3,1,0,0,0,1.0
606,3,0,0,2,0.5,2,3,0,0,0,1,0.0
607,3,0,0,1,0.5,1,2,0,0,0,1,0.0
608,1,0,0,1,0.5,3,2,0,0,0,1,1.0
609,2,1,2,4,1.0,3,2,1,0,0,0,1.0
610,1,1,1,1,1.0,4,3,0,0,0,1,1.0
611,3,1,2,7,0.0,3,3,0,0,0,1,0.0
612,3,0,0,1,0.5,0,2,0,0,0,1,0.0
613,3,1,1,2,1.0,2,3,0,0,1,0,1.0
614,3,0,0,1,0.5,0,3,0,0,1,0,0.0
615,3,0,0,1,0.5,1,3,0,0,0,1,0.0
616,2,1,1,4,1.0,4,2,0,0,0,1,1.0
617,3,0,0,3,0.0,2,3,0,0,0,1,0.0
618,3,1,2,2,0.0,2,2,0,0,0,1,0.0
619,2,1,1,4,1.0,3,0,0,0,0,1,1.0
620,2,0,0,1,0.5,1,2,0,0,0,1,0.0
621,3,0,0,2,1.0,2,2,1,0,0,0,0.0
622,1,0,0,2,0.5,4,4,0,0,0,1,1.0
623,3,0,0,3,1.0,2,1,1,0,0,0,1.0
624,3,0,0,1,0.0,0,2,0,0,0,1,0.0
625,3,0,0,1,0.0,2,2,0,0,0,1,0.0
626,1,0,0,1,0.5,3,6,0,0,0,1,0.0
627,2,0,4,1,0.5,2,5,0,0,1,0,0.0
628,1,1,1,1,1.0,4,2,0,0,0,1,1.0
629,3,0,0,1,0.5,1,2,0,0,0,1,0.0
630,3,0,0,1,0.5,0,2,0,0,1,0,0.0
631,1,0,0,1,0.5,3,7,0,0,0,1,1.0
632,3,0,0,1,0.5,0,5,0,0,0,1,0.0
633,1,0,4,1,0.5,3,3,1,0,0,0,1.0
634,1,0,0,1,0.5,0,4,0,0,0,1,0.0
635,3,1,1,6,0.0,3,0,0,0,0,1,0.0
636,2,1,1,1,0.5,2,2,0,0,0,1,1.0
637,3,0,0,1,0.5,1,3,0,0,0,1,0.0
638,2,0,0,3,1.0,3,3,0,0,0,1,0.0
639,3,1,2,6,0.0,3,4,0,0,0,1,0.0
640,3,0,0,2,1.0,2,2,0,0,0,1,0.0
641,3,0,0,1,0.0,0,1,0,0,0,1,0.0
642,1,1,1,1,1.0,4,2,1,0,0,0,1.0
643,3,1,1,6,0.0,3,0,0,0,0,1,0.0
644,3,0,0,1,1.0,4,2,0,0,0,1,1.0
645,3,1,1,4,1.0,2,0,1,0,0,0,1.0
646,1,0,0,2,1.0,4,4,1,0,0,0,1.0
647,3,0,0,1,0.5,1,1,0,0,0,1,0.0
648,1,0,0,1,0.5,3,5,1,0,0,0,1.0
649,3,0,0,1,0.5,0,2,0,0,0,1,0.0
650,3,1,1,1,0.5,0,2,0,0,0,1,1.0
651,3,0,0,1,0.5,1,2,0,0,0,1,0.0
652,2,1,1,2,1.0,3,1,0,0,0,1,1.0
653,3,0,0,1,0.5,1,2,0,0,0,1,0.0
654,3,1,1,1,0.5,0,3,0,0,1,0,1.0
655,3,1,1,1,0.5,0,1,0,0,1,0,0.0
656,2,0,0,3,0.0,4,2,0,0,0,1,0.0
657,3,0,0,1,0.5,1,2,0,0,0,1,0.0
658,3,1,2,3,0.0,2,3,0,0,1,0,0.0
659,2,0,0,1,0.5,2,2,0,0,0,1,0.0
660,1,0,0,3,1.0,4,5,1,0,0,0,0.0
661,1,0,4,3,1.0,4,4,0,0,0,1,1.0
662,3,0,0,1,0.5,0,3,1,0,0,0,0.0
663,1,0,0,1,0.5,3,4,0,0,0,1,0.0
664,3,0,0,1,0.0,0,3,0,0,0,1,0.0
665,3,0,0,2,0.5,1,1,0,0,0,1,1.0
666,2,0,0,3,0.0,4,3,0,0,0,1,0.0
667,2,0,0,1,0.5,2,2,0,0,0,1,0.0
668,3,0,0,1,0.5,0,2,0,0,0,1,0.0
669,3,0,0,1,0.5,1,4,0,0,0,1,0.0
670,1,1,2,2,1.0,4,3,0,0,0,1,1.0
671,2,1,2,3,0.0,3,3,0,0,0,1,1.0
672,1,0,0,2,0.5,4,3,0,0,0,1,0.0
673,2,0,0,1,0.5,1,6,0,0,0,1,0.0
674,2,0,0,1,0.5,2,3,0,0,0,1,1.0
675,2,0,0,1,0.5,0,4,0,0,0,1,0.0
676,3,0,0,1,0.5,0,1,0,0,0,1,0.0
677,3,0,0,1,0.5,1,2,0,0,0,1,0.0
678,3,1,1,1,0.5,1,1,0,0,0,1,1.0
679,3,1,2,8,0.0,4,4,0,0,0,1,0.0
680,1,0,0,2,1.0,4,3,1,0,0,0,1.0
681,3,1,1,1,0.5,1,2,0,0,1,0,0.0
682,1,0,0,1,1.0,4,2,1,0,0,0,1.0
683,3,0,0,1,0.5,1,1,0,0,0,1,0.0
684,3,0,0,8,0.0,4,1,0,0,0,1,0.0
685,2,0,0,3,1.0,3,5,0,0,0,1,0.0
686,2,0,0,4,1.0,3,2,1,0,0,0,0.0
687,3,0,0,6,0.0,3,1,0,0,0,1,0.0
688,3,0,0,1,0.5,1,1,0,0,0,1,0.0
689,3,0,0,1,0.5,0,1,0,0,0,1,0.0
690,1,1,1,2,1.0,4,1,0,0,0,1,1.0
691,1,0,0,2,1.0,4,3,0,0,0,1,1.0
692,3,1,1,2,0.5,2,0,1,0,0,0,1.0
693,3,0,0,1,1.0,4,2,0,0,0,1,1.0
694,3,0,0,1,0.5,0,2,1,0,0,0,0.0
695,1,0,0,1,0.5,3,5,0,0,0,1,0.0
696,2,0,0,1,0.5,2,5,0,0,0,1,0.0
697,3,0,0,1,0.5,1,4,0,0,0,1,0.0
698,3,1,1,1,0.5,0,2,0,0,1,0,1.0
699,1,0,0,3,1.0,4,4,1,0,0,0,0.0
700,3,0,0,1,0.5,0,4,0,0,0,1,0.0
701,1,1,2,2,1.0,4,1,1,0,0,0,1.0
702,1,0,0,1,0.5,3,3,0,0,0,1,1.0
703,3,1,1,2,0.0,2,1,1,0,0,0,0.0
704,3,0,0,1,0.5,0,2,0,0,1,0,0.0
705,3,0,0,2,0.0,0,2,0,0,0,1,0.0
706,2,0,0,1,1.0,3,3,0,0,0,1,0.0
707,2,1,2,1,0.5,2,4,0,0,0,1,1.0
708,1,0,0,1,0.5,3,4,0,0,0,1,1.0
709,1,1,1,1,1.0,4,2,0,0,0,1,1.0
710,3,0,3,3,1.0,2,0,1,0,0,0,1.0
711,1,1,1,1,0.5,4,2,1,0,0,0,1.0
712,1,0,0,1,0.5,3,4,0,0,0,1,0.0
713,1,0,0,2,1.0,4,4,0,0,0,1,1.0
714,3,0,0,1,0.5,1,2,0,0,0,1,0.0
715,2,0,0,1,0.0,2,5,0,0,0,1,0.0
716,3,0,0,1,0.5,0,1,0,0,0,1,0.0
717,1,1,1,1,1.0,4,3,1,0,0,0,1.0
718,2,1,1,1,0.5,1,2,0,0,0,1,1.0
719,3,0,0,1,0.5,2,3,0,0,1,0,0.0
720,3,0,0,1,0.5,0,3,0,0,0,1,0.0
721,2,1,1,2,1.0,3,0,0,0,0,1,1.0
722,3,0,0,2,0.5,0,1,0,0,0,1,0.0
723,2,0,0,1,0.5,2,3,0,0,0,1,0.0
724,2,0,0,1,0.5,2,4,0,0,0,1,0.0
725,1,0,0,2,1.0,4,2,0,0,0,1,1.0
726,3,0,0,1,0.0,1,1,0,0,0,1,0.0
727,2,1,2,4,0.0,2,2,0,0,0,1,1.0
728,3,1,1,1,0.5,0,2,0,0,1,0,1.0
729,2,0,0,2,0.5,3,2,0,0,0,1,0.0
730,3,1,1,2,0.5,1,2,0,0,0,1,0.0
731,1,1,1,1,1.0,4,2,0,0,0,1,1.0
732,3,0,0,1,1.0,2,1,1,0,0,0,0.0
733,2,0,0,1,0.5,0,4,0,0,0,1,0.0
734,2,0,0,1,0.5,2,2,0,0,0,1,0.0
735,2,0,0,1,0.5,2,2,0,0,0,1,0.0
736,3,0,0,1,0.0,2,2,0,0,0,1,0.0
737,3,1,2,5,0.0,3,4,0,0,0,1,0.0
738,1,0,0,1,1.0,4,3,1,0,0,0,1.0
739,3,0,0,1,0.5,1,2,0,0,0,1,0.0
740,3,0,0,1,0.5,1,2,0,0,0,1,0.0
741,1,0,0,1,0.5,3,3,0,0,0,1,1.0
742,1,0,0,2,1.0,4,3,0,0,0,1,0.0
743,1,1,1,5,1.0,4,2,1,0,0,0,1.0
744,3,0,0,2,0.5,2,2,0,0,0,1,0.0
745,3,0,0,1,0.5,1,3,0,0,0,1,1.0
746,1,0,0,3,1.0,4,6,0,0,0,1,0.0
747,3,0,0,3,1.0,2,1,0,0,0,1,0.0
748,2,1,1,1,0.5,2,2,0,0,0,1,1.0
749,1,0,0,2,0.5,4,1,0,0,0,1,0.0
750,3,0,0,1,0.5,0,3,0,0,1,0,0.0
751,2,1,1,3,0.5,3,0,0,0,0,1,1.0
752,3,0,3,2,1.0,2,0,0,0,0,1,1.0
753,3,0,0,1,0.5,1,3,0,0,0,1,0.0
754,3,0,0,1,0.5,1,2,0,0,0,1,0.0
755,2,1,2,4,1.0,4,4,0,0,0,1,1.0
756,2,0,3,3,1.0,2,0,0,0,0,1,1.0
757,3,0,0,1,0.5,0,2,0,0,0,1,0.0
758,2,0,0,1,0.5,2,1,0,0,0,1,0.0
759,3,0,0,1,0.5,1,3,0,0,0,1,0.0
760,1,1,2,1,1.0,4,3,0,0,0,1,1.0
761,3,0,0,1,0.0,2,2,0,0,0,1,0.0
762,3,0,0,1,0.5,0,4,0,0,0,1,0.0
763,3,0,0,1,0.5,0,1,1,0,0,0,1.0
764,1,1,2,4,1.0,4,3,0,0,0,1,1.0
765,3,0,0,1,0.5,0,1,0,0,0,1,0.0
766,1,1,2,2,1.0,4,5,0,0,0,1,1.0
767,1,0,4,1,0.5,3,4,1,0,0,0,0.0
768,3,1,1,1,0.5,0,3,0,0,1,0,0.0
769,3,0,0,2,1.0,3,3,0,0,1,0,0.0
770,3,0,0,1,0.5,1,3,0,0,0,1,0.0
771,3,0,0,1,0.5,1,2,0,0,0,1,0.0
772,3,0,0,1,0.0,0,4,0,0,0,1,0.0
773,2,1,2,1,0.0,1,5,0,0,0,1,0.0
774,3,0,0,1,0.5,0,2,1,0,0,0,0.0
775,2,1,2,5,0.5,3,5,0,0,0,1,1.0
776,3,0,0,1,0.5,0,1,0,0,0,1,0.0
777,3,0,0,1,0.5,0,3,0,0,1,0,0.0
778,3,1,1,1,1.0,2,0,0,0,0,1,1.0
779,3,0,0,1,0.5,0,2,0,0,1,0,0.0
780,1,1,2,2,1.0,4,4,0,0,0,1,1.0
781,3,1,1,1,0.5,0,1,1,0,0,0,1.0
782,1,1,2,2,1.0,4,1,0,0,0,1,1.0
783,1,0,0,1,0.5,3,2,0,0,0,1,0.0
784,3,0,0,4,0.0,3,1,0,0,0,1,0.0
785,3,0,0,1,0.0,0,2,0,0,0,1,0.0
786,3,0,0,1,0.5,0,2,0,0,0,1,0.0
787,3,1,1,1,0.5,0,1,0,0,0,1,1.0
788,3,0,3,6,0.0,3,0,0,0,1,0,0.0
789,3,0,3,4,0.0,2,0,0,0,0,1,1.0
790,1,0,0,1,0.0,4,4,1,0,0,0,0.0
791,3,0,0,1,0.5,0,3,0,0,1,0,0.0
792,2,0,0,1,0.0,3,1,0,0,0,1,0.0
793,3,1,1,11,0.0,4,1,0,0,0,1,0.0
794,1,0,0,1,0.5,3,5,1,0,0,0,0.0
795,3,0,0,1,0.5,1,2,0,0,0,1,0.0
796,2,0,0,1,0.5,2,3,0,0,0,1,0.0
797,1,1,4,1,0.5,3,4,0,0,0,1,1.0
798,3,1,2,1,0.5,1,3,0,0,0,1,1.0
799,3,0,0,1,0.5,0,2,1,0,0,0,0.0
800,3,1,2,3,0.0,3,2,0,0,0,1,0.0
801,2,0,0,1,0.0,2,3,0,0,0,1,0.0
802,2,1,2,3,1.0,3,3,0,0,0,1,1.0
803,1,0,3,4,1.0,4,1,0,0,0,1,1.0
804,3,0,3,2,0.5,1,0,1,0,0,0,1.0
805,3,0,0,1,0.5,0,2,0,0,0,1,1.0
806,3,0,0,1,0.5,0,3,0,0,0,1,0.0
807,1,0,0,1,0.5,0,3,0,0,0,1,0.0
808,3,1,1,1,0.5,0,1,0,0,0,1,0.0
809,2,0,0,1,0.5,2,3,0,0,0,1,0.0
810,1,1,2,2,1.0,4,3,0,0,0,1,1.0
811,3,0,0,1,0.5,1,2,0,0,0,1,0.0
812,3,0,0,1,0.0,3,3,0,0,0,1,0.0
813,2,0,0,1,0.5,1,3,0,0,0,1,0.0
814,3,1,1,7,0.0,3,0,0,0,0,1,0.0
815,3,0,0,1,0.5,1,3,0,0,0,1,0.0
816,1,0,0,1,0.5,0,4,0,0,0,1,0.0
817,3,1,1,1,0.5,1,2,0,0,0,1,0.0
818,2,0,0,3,1.0,3,3,1,0,0,0,0.0
819,3,0,0,1,0.5,0,4,0,0,0,1,0.0
820,3,0,3,6,0.0,3,0,0,0,0,1,0.0
821,1,1,2,3,1.0,4,5,0,0,0,1,1.0
822,3,0,0,1,0.5,1,2,0,0,0,1,1.0
823,1,0,0,1,0.5,0,3,0,0,0,1,0.0
824,3,1,2,2,1.0,2,2,0,0,0,1,1.0
825,3,0,3,6,0.0,3,0,0,0,0,1,0.0
826,3,0,0,1,0.5,0,3,0,0,1,0,0.0
827,3,0,0,1,1.0,4,2,0,0,0,1,0.0
828,2,0,3,3,0.0,3,0,1,0,0,0,1.0
829,3,0,0,1,0.5,0,3,0,0,1,0,1.0
830,1,1,2,1,1.0,4,6,0,1,0,0,1.0
831,3,1,2,2,0.0,2,1,1,0,0,0,1.0
832,2,0,3,3,1.0,2,0,0,0,0,1,1.0
833,3,0,0,1,0.5,0,2,1,0,0,0,0.0
834,3,0,0,1,0.5,0,2,0,0,0,1,0.0
835,3,0,0,1,0.5,1,1,0,0,0,1,0.0
836,1,1,1,3,0.5,4,3,1,0,0,0,1.0
837,3,0,0,1,0.5,1,2,0,0,0,1,0.0
838,3,0,0,1,0.5,1,2,0,0,0,1,0.0
839,3,0,0,1,1.0,4,3,0,0,0,1,1.0
840,1,0,0,1,0.5,3,4,1,0,0,0,1.0
841,3,0,0,1,0.5,1,1,0,0,0,1,0.0
842,2,0,0,1,0.0,1,1,0,0,0,1,0.0
843,1,1,1,1,0.0,3,2,1,0,0,0,1.0
844,3,0,0,1,0.5,0,3,1,0,0,0,0.0
845,3,0,0,1,0.5,1,1,0,0,0,1,0.0
846,3,0,0,1,0.5,0,4,0,0,0,1,0.0
847,3,0,0,11,0.0,4,1,0,0,0,1,0.0
848,3,0,0,1,0.5,1,3,1,0,0,0,0.0
849,2,0,4,2,1.0,3,2,0,0,0,1,0.0
850,1,1,2,2,1.0,4,4,1,0,0,0,1.0
851,3,0,3,7,0.0,3,0,0,0,0,1,0.0
852,3,0,0,1,0.5,0,7,0,0,0,1,0.0
853,3,1,1,3,0.0,2,0,1,0,0,0,0.0
854,1,1,1,2,0.5,3,1,0,0,0,1,1.0
855,2,1,2,2,0.0,3,4,0,0,0,1,0.0
856,3,1,2,2,0.5,1,1,0,0,0,1,1.0
857,1,1,2,3,1.0,4,4,0,0,0,1,1.0
858,1,0,0,1,0.5,3,5,0,0,0,1,1.0
859,3,1,2,4,1.0,2,2,1,0,0,0,1.0
860,3,0,0,1,0.5,0,2,1,0,0,0,0.0
861,3,0,0,3,0.5,2,4,0,0,0,1,0.0
862,2,0,0,2,0.5,2,2,0,0,0,1,0.0
863,1,1,2,1,0.5,3,4,0,0,0,1,1.0
864,3,1,1,11,0.0,4,1,0,0,0,1,0.0
865,2,0,0,1,0.5,2,2,0,0,0,1,0.0
866,2,1,2,1,0.5,2,4,0,0,0,1,1.0
867,2,1,1,2,0.5,2,2,1,0,0,0,1.0
868,1,0,0,1,0.5,4,3,0,0,0,1,0.0
869,3,0,0,1,0.5,1,2,0,0,0,1,0.0
870,3,0,3,3,1.0,2,0,0,0,0,1,1.0
871,3,0,0,1,0.5,1,2,0,0,0,1,0.0
872,1,1,2,3,1.0,4,4,0,0,0,1,1.0
873,1,0,0,1,0.5,0,3,0,0,0,1,0.0
874,3,0,0,1,0.5,1,4,0,0,0,1,0.0
875,2,1,2,2,0.0,3,2,1,0,0,0,1.0
876,3,1,1,1,0.5,0,1,1,0,0,0,1.0
877,3,0,0,1,0.0,1,1,0,0,0,1,0.0
878,3,0,0,1,0.0,1,1,0,0,0,1,0.0
879,3,0,0,1,0.5,1,2,0,0,0,1,0.0
880,1,1,2,2,1.0,4,5,1,0,0,0,1.0
881,2,1,2,2,1.0,3,2,0,0,0,1,1.0
882,3,0,0,1,0.5,1,3,0,0,0,1,0.0
883,3,1,1,1,0.5,2,2,0,0,0,1,0.0
884,2,0,0,1,0.5,1,2,0,0,0,1,0.0
885,3,0,0,1,0.5,0,2,0,0,0,1,0.0
886,3,1,2,6,0.0,3,3,0,0,1,0,0.0
887,2,0,4,1,0.5,2,2,0,0,0,1,0.0
888,1,1,1,1,0.5,3,1,0,0,0,1,1.0
889,3,1,1,4,0.0,3,1,0,0,0,1,0.0
890,1,0,0,1,0.5,3,2,1,0,0,0,1.0
891,3,0,0,1,0.5,0,3,0,0,1,0,0.0
